6695	10	3875
2176	10	3401
5464	7	2417
8448	47	8615
7545	11	323
6275	31	5579
982	15	892
1566	15	894
10553	11	2653
1864	13	7203
4046	11	1627
1426	50	7952
2892	21	8844
2234	11	7784
6610	11	4962
3661	10	8756
3271	21	3163
4393	10	6947
8777	10	7086
5804	10	5338
9317	31	9469
3693	15	895
9393	15	892
5386	34	6622
5441	15	893
9919	11	3074
3910	11	4718
2501	11	2696
5293	47	2885
8487	11	2660
5664	34	7340
7080	11	6062
11215	15	890
6674	47	2162
6218	39	7360
4418	15	889
1766	10	3093
4270	10	6213
5146	23	4483
9593	21	2091
669	34	1489
2921	20	7435
7058	15	894
9384	34	7340
5401	36	10017
5710	10	2479
8970	11	7443
5111	21	4394
719	14	8993
7888	21	1669
5047	43	5168
1395	10	3093
11100	7	6106
9703	31	10455
4517	31	3742
2222	43	1284
6947	34	5379
5991	21	9200
10483	13	6278
764	13	2885
8897	11	757
1517	23	2419
1336	15	1322
7727	11	10794
3853	15	889
1394	21	11372
9856	10	10590
11130	10	6034
5080	21	9077
5927	34	2113
2434	34	6768
5869	15	890
10373	43	5312
1567	27	4681
9931	10	6725
6876	14	7435
9322	28	4858
3141	20	3531
904	15	893
9111	10	5528
6349	11	3530
1786	47	11483
8079	11	4600
4086	21	2091
8443	11	6196
53	21	596
7542	25	5579
8897	11	4632
2162	37	7447
8176	11	4540
2122	31	2353
4012	11	3283
6921	15	894
572	10	3537
995	15	894
4278	47	7784
4766	10	3314
1341	11	5091
11218	36	563
6321	7	10540
2311	43	2579
6757	11	1173
914	15	890
8214	47	3741
9427	11	3741
3524	21	5003
5128	10	7540
9873	10	7528
1159	15	898
9739	21	2091
5002	31	5579
5352	34	7340
3903	21	8851
9763	11	7439
2644	15	894
921	15	894
3004	43	10597
4332	34	6884
9165	15	894
9877	10	2980
7993	11	2436
7329	20	8993
486	11	3550
592	21	5743
1796	47	7439
7271	7	7517
8667	10	3172
1360	11	2162
1956	11	9320
100	10	3093
3403	20	3188
5216	45	7257
8759	15	892
426	37	5723
8835	47	6657
1007	15	895
4774	7	7358
3417	10	3093
6983	25	11458
10836	10	2218
5318	15	892
6745	15	892
2162	43	1282
9854	11	2052
4698	12	3077
5776	23	5579
4094	47	7478
4775	11	2833
11419	43	4027
651	36	247
8377	10	1575
3964	37	10385
7155	21	2855
1698	13	6149
9931	11	3263
7566	15	892
5966	11	6196
33	11	2052
1457	7	1653
9507	10	5528
11169	20	5153
8834	11	5822
10836	10	3093
10877	15	894
7180	10	3093
7073	34	2201
2271	11	1754
2042	32	6446
2765	21	5066
11374	7	6590
9375	25	7512
1358	10	1664
7554	10	1692
6452	15	891
8085	31	5579
1837	13	9073
2612	11	7082
9033	43	8047
5876	34	6137
9990	31	5579
10304	10	10590
7527	15	891
7406	11	9458
1551	23	5579
8254	11	6473
224	10	9334
3742	19	1509
6838	47	7845
4024	43	7881
9956	10	2980
9832	15	895
1050	15	892
1029	15	892
10	3	1
9269	47	7436
2847	10	3314
7202	10	4005
10401	47	2071
2398	12	9732
114	10	3093
4461	10	5528
2753	11	2792
117	31	9491
9119	47	6889
9865	47	2162
10717	24	5974
10766	15	897
9317	11	10862
11363	31	5579
5519	15	890
9880	13	6278
8418	47	5872
1847	47	11079
2223	21	9212
9156	11	10135
7826	15	889
9420	11	2653
446	31	6266
10103	34	1815
4561	15	894
3126	11	7557
1123	15	893
8722	21	6461
2787	47	5214
507	22	1178
5234	11	7442
4810	31	5579
9674	15	893
9297	21	10631
9868	15	895
3013	10	5200
3161	21	5281
6013	31	3004
4180	47	11333
7498	11	11287
8568	25	10797
11488	15	890
8541	43	1727
9500	15	894
1008	15	898
7985	11	7442
2263	34	6884
8173	39	9665
9787	31	3004
11471	31	5579
2532	45	6600
5346	15	890
5335	11	3530
